Timestamp,General Market Score,Large Market Cap Score,EMA Score,Combined Score,Live SPY Price,Live VIX Price,Momentum Based Recession Chance,VIX Based Recession Chance,Raw Market Invest Score,Market Score Percentile,Market IV,Market IVR
2025-08-11T00:53:13.200718+00:00,51.82,50.69,65.36,55.96,637.18,15.15,8.3%,3.2%,111.95,25.0%,2.77,33.3%
2025-08-11T01:00:34.240275+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,28.0%,2.77,50.0%
2025-08-11T01:07:50.281233+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,30.8%,2.77,60.0%
2025-08-11T01:13:07.497353+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,33.3%,2.76,0.0%
2025-08-11T01:20:48.035150+00:00,N/A,N/A,N/A,N/A,N/A,15.15,8.3%,3.2%,111.95,35.7%,2.63,0.0%
2025-08-11T01:24:43.561330+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,37.9%,2.55,0.0%
2025-08-11T01:29:08.151718+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,40.0%,2.55,0.0%
2025-08-11T01:34:43.368742+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,41.9%,2.55,0.0%
2025-08-11T01:38:47.643642+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,43.8%,2.55,0.0%
2025-08-11T01:44:26.922211+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,45.5%,2.55,0.0%
2025-08-11T02:24:54.473934+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,47.1%,2.55,0.0%
2025-08-11T02:46:11.230418+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,48.6%,2.32,0.0%
2025-08-11T02:57:43.655002+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,50.0%,2.31,0.0%
2025-08-11T02:59:49.478514+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,51.4%,2.20,0.0%
2025-08-11T03:02:02.833482+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,52.6%,1.99,0.0%
2025-08-11T03:13:08.693109+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,53.8%,0.95,0.0%
2025-08-11T03:18:44.882101+00:00,51.82,50.69,65.36,55.96,637.18,15.15,8.3%,3.2%,111.95,55.0%,0.65,0.0%
2025-08-11T04:33:47.181152+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,56.1%,0.00,0.0%
2025-08-11T04:38:33.899549+00:00,51.82,50.69,65.36,55.96,637.18,15.15,8.3%,3.2%,111.95,57.1%,0.00,4.8%
2025-08-11T04:47:43.642222+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,58.1%,0.00,9.1%
2025-08-11T04:56:56.471842+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,59.1%,0.00,13.0%
2025-08-11T05:00:41.321756+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,60.0%,0.00,16.7%
2025-08-11T05:12:07.755935+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,60.9%,0.00,20.0%
2025-08-11T05:16:43.342629+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,61.7%,0.00,23.1%
2025-08-11T05:22:04.014508+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,62.5%,0.00,25.9%
2025-08-11T05:28:24.116200+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,63.3%,0.00,28.6%
2025-08-11T05:53:23.376150+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,64.0%,0.00,31.0%
2025-08-11T06:03:07.952071+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,64.7%,0.00,33.3%
2025-08-11T06:07:57.737804+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,65.4%,0.00,35.5%
2025-08-11T06:14:13.007367+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,66.0%,0.00,37.5%
2025-08-11T06:49:23.736767+00:00,51.81,50.69,65.36,55.95,637.18,15.15,8.3%,3.2%,111.95,66.7%,0.00,39.4%
